Brand UID,Brand Name ,email,KAM Name 1,Assign Date 1,KAM Name 2 ,Assigin Date 2,KAM Name 3,Assigin Date 3,KAM Name 4,Assigin Date 4,KAM Name 5,Assigin Date 5,KAM Name 6,Assigin Date 6
156237,NORTH USMAN ROAD,fm@muruganidlishop.com,Kinab Binditbhai Shah,10-10-2024,,,,,,,,,,
156251,Coal barbecues-OMR,nawaz@theweddingbiryani.com,Sudhin Raveendran,24-12-2024,,,,,,,,,,
156272,Fudboy,fudboydotin@gmail.com,Apurv,16-12-2025,,,,,,,,,,
156439,ANS FOODS,bossman@milkshake.co,Shah Anokhi Rajeshkumar,19-11-2024,Nikhil Kumar,08-12-2025,Anokhi Shah,08-12-2025,Nikhil Kumar,31-12-2025,,,,
156444,Quattro [Lower parel],aigupta@gmail.com,Yogita Maheshwary,10-09-2025,Snehal Dwivedi,04-10-2025,Shitanshu Shah,12-11-2025,,,,,,
157391,The piano man jazz club Delhi,rahul.t@thepianoman.in,Anokhi Shah,18-09-2025,Shalvi Jhaveri,03-12-2025,,,,,,,,
157757,wok and fork,wokandforkindia@gmail.com,Anchal Nair,14-07-2025,Sudhin Ravindran,17-01-2026,,,,,,,,
157945,AL Sheba kuzhimandhi,shebakochi3132@gmail.com,Acharya Arpit,28-04-2025,,,,,,,,,,
158264,Oh So Stoned - 3F-FC-01,foodcourt@asiansatyam.in,Rahul Taak,04-07-2024,Jinalben Chavda,10-03-2025,Antolina Anil Francis,16-12-2025,,,,,,
158680,"Bhartiya Jalpan, Indranagar",vineet@bhartiyajalpan.in,Kamalakar Kasim,04-09-2024,Antolina Anil Francis,20-09-2025,,,,,,,,
158810,K Se Kulcha (Haldwani),namaste@ksekulcha.com,Shah Anokhi Rajeshkumar,28-01-2025,Jitwin Purohit,15-12-2025,,,,,,,,
159130,PATNAM HIGHWAY,email.suryakiran7@gmail.com,Antolina Anil Francis,31-01-2026,,,,,,,,,,
159177,The Cakes &Jar,thecakesandjar2021@gmail.com,Antolina Anil Francis,06-11-2025,Dilna P,02-01-2026,,,,,,,,
159228,THINK JUICE,thinkjuicemumbai@gmail.com,Anokhi Shah,26-11-2025,Kaushik Khandla,13-12-2025,,,,,,,,
159572,Basant ice cream cafe & foods,kanwalbasant@gmail.com,Chauhan Khushbu Girishkumar,14-04-2025,Aman Mutneja,20-06-2025,,,,,,,,
159666,Yo! Dimsum,rahuljindal1624@gmail.com,Bhanvi Gupta,10-03-2025,Jitwin Purohit,07-06-2025,,,,,,,,
160006,Fleurons India,simarssm@gmail.com,Shah Anokhi Rajeshkumar,03-10-2024,Megha Chourasia,18-10-2024,Jhaveri Shalvi Nehalbhai,14-11-2024,,,,,,
160521,CAFE LEVISTA - INDIRANAGAR,cafe@levista.in,Jinalben Chavda,22-01-2025,,,,,,,,,,
160604,Tea Steam Cafe,teasteamcafe@gmail.com,Aman Mutneja,11-09-2024,,,,,,,,,,
161111,Unlimited Multi Cuisine Restaurant,mdsrrider@gmail.com,Nair Anchal,09-06-2025,,,,,,,,,,
161392,Shalimar Restaurant (BKC),shalimarrestaurantindia@gmail.com,Harsh Gohel,03-01-2025,,,,,,,,,,
162434,34 Chowringhee Lane ( Janakpuri),Annhadlivemusic@gmail.com,Chauhan Khushbu Girishkumar,11-03-2025,Rishit Talati,26-12-2025,,,,,,,,
162472,Kaffee Mast Hai,it@sbam.in,Mahima Sali,03-10-2025,,,,,,,,,,
162762,Ved Food Court,vedfoodcourt2021@gmail.com,Apurv,16-12-2025,,,,,,,,,,
163064,Xo Belgian Waffle ( BTM),rishool.shetty@gmail.com,Jinalben Chavda,20-01-2025,,,,,,,,,,
163545,Falooda Nation,director@thegreenbay.in,Sudhin Raveendran,18-10-2024,Anchal Nair,01-01-2026,,,,,,,,
163672,Feast Pizza - naidupet,feast.pizza1@gmail.com,Anchal Nair,20-01-2026,,,,,,,,,,
164020,3 STORIES,info@ssmrhospitality.com,Harsh Gohel,03-01-2025,,,,,,,,,,
164447,Shaay (Cherpu),shaayglobal@gmail.com,Dilna P,20-07-2024,,,,,,,,,,
164493,Chinese Corner -Sector 90,kpchinesecorner@gmail.com,Aman Mutneja,31-08-2024,,,,,,,,,,
164783,Funky Belgian Waffle,funkybelgianwaffle@gmail.com,Antolina Anil Francis,10-11-2025,,,,,,,,,,
165062,TEA BREAK -AHAS  ITPL FOOD COURT,admin@teabreak.co.in,Farhan A. Shaikh,26-09-2024,Jinalben Chavda,21-01-2025,,,,,,,,
165275,CSB PRIME PRIVATE LIMITED,abhinav.dubey@chaisuttabarindia.com,Harsh Gohel,07-06-2025,Mahima Sali,30-08-2025,,,,,,,,
165632,Honey Cakes Clt,shameelchathoth@gmail.com,Nair Anchal,09-06-2025,Sudhin Ravindran,20-01-2026,,,,,,,,
165850,China Nation ( Midnapore WB),omkar@mefoods.in,Jhaveri Shalvi Nehalbhai,18-11-2024,,,,,,,,,,
166060,BURGONOMICS,burgonomicsind@gmail.com,Mahima Sali,30-04-2025,,,,,,,,,,
166155,churi house,kamalpreet2912@gmail.com,Chauhan Khushbu Girishkumar,14-04-2025,Rishit Talati,27-12-2025,,,,,,,,
166210,PICCOLO (Sadar),Vishaltanwani22@gmail.com,Yogita Maheshwary,10-09-2025,,,,,,,,,,
166897,M/s Shri Ram Institute of Rural Development,vivek.d132smv@gmail.com,Nikhil Kumar,08-08-2025,,,,,,,,,,
166898,Mario juicy. Vadavlli,pkashraf8186@gmail.com,Rahul Taak,03-07-2024,Nair Anchal,30-05-2025,,,,,,,,
167251,Cashier - Gateway,it_support@xofficeparks.com,Rahul Taak,02-07-2024,Kinab Binditbhai Shah,30-09-2024,,,,,,,,
167273,Punjabi Chaap Corner (Ahmedabad),franchiseops@punjabichaapcorner.com,Mahima Sali,20-05-2025,Shah Anokhi Rajeshkumar,11-06-2025,Kushawha Pooja,12-11-2025,Jitwin Purohit,11-12-2025,,,,
167957,Pinch Of Spice - GS Hospitalities,gshospitalities@gmail.com,Jhaveri Shalvi Nehalbhai,21-11-2024,,,,,,,,,,
168079,Pizza Ricotta PT Usha Road,pizzaricottaclt@gmail.com,Nair Anchal,17-06-2025,Dilna P,02-01-2026,,,,,,,,
168589,VGP Madras Canteen,vgpmadrascanteenecr@gmail.com,Nair Anchal,09-06-2025,,,,,,,,,,
168975,ASHA BHEL,banberu.mahesh@gmail.com,Harsh Gohel,20-08-2024,Mahima Sali,24-04-2025,Harsh Gohel,30-08-2025,,,,,,
169005,Burger Bhau,sushilagicha09@gmail.com,Mahima Sali,30-04-2025,,,,,,,,,,
169009,KIGA - FC Road,finance.kigafoods@gmail.com,Mahima Sali,30-04-2025,Krutika Christian,25-08-2025,Saloni Vaghela,19-01-2026,,,,,,
169192,Karim's ( Chittoor ),OFFICE.KARIMS@GMAIL.COM,Kinab Binditbhai Shah,24-09-2024,Antolina Anil Francis,30-12-2025,Jitwin Purohit,04-02-2026,,,,,,
169365,DAS KHAMAN (Gota),kalant_das@yahoo.com,Kripal Patel,22-04-2025,,,,,,,,,,
170262,SARDAR JI BAKSH,raghunarayan@sardarjibakhsh.in,Shah Anokhi Rajeshkumar,25-02-2025,Kushawha Pooja,12-11-2025,Bhanvi Gupta,11-12-2025,,,,,,
170336,Western Tadka,vishalnagarsheth@gmail.com,Harsh Gohel,03-01-2025,,,,,,,,,,
170561,Chilli Chatkara - Sunam,Goyalrey07@gmail.com,Chauhan Khushbu Girishkumar,14-04-2025,Aman Mutneja,20-06-2025,,,,,,,,
171559,Gwalia Sweets Prahladnagar,sharma.vedansh.2001@gmail.com,Harsh Gohel,19-04-2025,,,,,,,,,,
171676,Vasanta Bhavan,angad.gupta@villagegroupe.com,Jhaveri Shalvi Nehalbhai,14-11-2024,,,,,,,,,,
172062,NAVAPAKAM KITCHENS LLP,1966@navapakam.com,Jinalben Chavda,14-02-2025,,,,,,,,,,
172211,ELR Diner,acc.927ventures@gmail.com,Chauhan Khushbu Girishkumar,09-06-2025,Rishit Talati,26-12-2025,,,,,,,,
172271,AWFIS PRESTIGE DOTCOM,Viswanatha.reddy@awfis.com,Jinalben Chavda,21-03-2025,,,,,,,,,,
172282,Deli FC,annysfoodghydc@gmail.com,Pradipta Sen,09-06-2025,,,,,,,,,,
172856,Burger Lounge - Kollam,rigid.food@gmail.com,Sudhin Raveendran,18-10-2024,,,,,,,,,,
172956,Healthy Pillaiyar,Owner@southcuisinepvtltd.com,Antolina Anil Francis,09-01-2026,,,,,,,,,,
173525,GURUKRUPA  RESTAURANT,shreegurukriparestaurant10@gmail.com,Mahima Sali,04-07-2025,,,,,,,,,,
173878,DR JOOS (rajwada),drjoosprivatelimited@gmail.com,Harsh Gohel,20-08-2024,Mahima Sali,30-08-2025,,,,,,,,
174836,Kewal@sgfindia.in,kewal@sgfindia.in,Jhaveri Shalvi Nehalbhai,14-11-2024,Kushawha Pooja,29-09-2025,Bhanvi Gupta,11-12-2025,,,,,,
174893,Chai Sutta Bar (56 Dukan),business@chaisuttabarindia.com,Harsh Gohel,19-04-2025,Mahima Sali,30-08-2025,,,,,,,,
175354,Kuisines International Private Limited,kuisinesinternational2023@gmail.com,Harsh Gohel,13-11-2024,,,,,,,,,,
175379,Birunthavan (Veg),hotelbirunthavantuty@gmail.com,Nair Anchal,29-05-2025,,,,,,,,,,
175702,DAKKHAN IDALI CO (SIOM CAMPUS),billing@dakkhanidleeco.com,Krutika Christian,14-02-2025,Kaushik Khandla,22-01-2026,,,,,,,,
175947,Om Sweet,cakingofooddelivery@gmail.com,Shah Anokhi Rajeshkumar,31-03-2025,Lakshita Thakor,03-12-2025,Jitwin Purohit,26-12-2025,,,,,,
176012,Corner House ice creams Pvt Ltd,cornerhouse_icecreams@yahoo.com,Antolina Anil Francis,02-01-2026,,,,,,,,,,
176242,Kritunga (White Field - Bengaluru),Manishamandra@gmail.com,Kinab Binditbhai Shah,24-09-2024,Jinalben Chavda,09-01-2026,,,,,,,,
176391,"Balaram Mullick And Radharaman Mullick, Thakurpukur",balaram1885@gmail.com,Pradipta Sen,21-07-2025,,,,,,,,,,
176553,Bizviz Business Solutions LLP,petpoojamaster@adityagroupindia.org,Pradipta Sen,06-08-2025,Aakash Biswas,13-12-2025,,,,,,,,
176627,Ocean Pearl Exports Private Limited,oceanpearlexports01@gmail.com,Kinab Binditbhai Shah,04-04-2025,,,,,,,,,,
176976,"Shakti Rasoi (SUDA Bhawan, Lucknow)",shaktirasoi@hemcogroup.com,Chauhan Khushbu Girishkumar,09-06-2025,Nikhil Kumar,08-01-2026,,,,,,,,
177231,Rp's Pizzeria,tastythrillsllp@gmail.com,Krutika Christian,03-08-2024,Parmar Rajeshbhai Kalubhai,19-12-2025,Krutika Christian,08-01-2026,Vaghela Saloni Kiritbhai,12-01-2026,,,,
177248,Pine Tree (Ahmedabad),paddyhospitalityprivatelimited@gmail.com,Chauhan Khushbu Girishkumar,09-06-2025,Rishit Talati,27-12-2025,,,,,,,,
178203,Gopal Locho (Kamrej),shivsagarfoodcourt.pp@gmail.com,Kripal Patel,24-04-2025,Apurv,16-12-2025,,,,,,,,
178502,SILVERBACK HOSPITALITY,info@tskhospitality.com,Kripal Patel,18-09-2025,,,,,,,,,,
178554,MS Narayana Sweets Kuvempunagar,msnarayanasweets@gmail.com,Kamalakar Kasim,18-10-2024,,,,,,,,,,
178582,Maharaj Fancy Dosa,maharajfdosa@gmail.com,Kripal Patel,19-06-2025,,,,,,,,,,
179540,PUFF ON WHEELS,puffonwheels@gmail.com,Harsh Gohel,29-08-2024,,,,,,,,,,
179760,Sandwich master,Sandwichmaster01@gmail.com,Mahima Sali,28-04-2025,Apurv,16-12-2025,,,,,,,,
180166,Karim's Food- PTG,sale.karims@gmail.com,Chauhan Khushbu Girishkumar,09-06-2025,Rishit Talati,27-12-2025,,,,,,,,
180658,KAVACH GLOBAL KONNECTS PRIVATE LIMITED,kavachpetpooja@gmail.com,Shah Anokhi Rajeshkumar,28-01-2025,Nikhil Kumar,08-12-2025,Anokhi Shah,08-12-2025,Nikhil Kumar,18-12-2025,,,,
181050,Cafe Icemagic,cafeicemagichrdepartment@gmail.com,Kinab Binditbhai Shah,24-09-2024,Antolina Anil Francis,30-12-2025,,,,,,,,
181155,SS Combo Kitchen,sscombokitchen@gmail.com,Aman Mutneja,20-11-2024,,,,,,,,,,
181331,Dakshin Bhojam,vishvaspatel332@gmail.com,Yogita Maheshwary,23-09-2025,,,,,,,,,,
181370,Peni Ice Candy,lfoods88ac@gmail.com,Sudhin Raveendran,19-10-2024,Anchal Nair,14-01-2026,,,,,,,,
181390,THAVUSUKUTTI BIRYANI,contact@thavusukuttibiryani.com,Acharya Arpit,25-04-2025,,,,,,,,,,
181475,Son Of Swaad,MANEET.SONOFSWAAD@GMAIL.COM,Chauhan Khushbu Girishkumar,14-04-2025,Rishit Talati,02-01-2026,,,,,,,,
181731,Bubit India,indiabubit@gmail.com,Yogita Maheshwary,25-11-2025,,,,,,,,,,
181805,SNOWBERRY ARTISANAL DESSERTS,snowberryin@gmail.com,Chauhan Khushbu Girishkumar,09-06-2025,Rishit Talati,27-12-2025,,,,,,,,
182526,Telugu  Aromas (kompally),teluguaromassales@gmail.com,Acharya Arpit,25-04-2025,Antolina Anil Francis,10-02-2026,,,,,,,,
182765,Sandwich Junction ( Hinjawadi),junctionsandwich@gmail.com,Yogita Maheshwary,26-09-2025,,,,,,,,,,
183414,DR Diet,Drdietdelhi@gmail.com,Nikhil Kumar,20-06-2025,,,,,,,,,,
183549,9W SKY BAR,harvinder@9whospitality.com,Chauhan Khushbu Girishkumar,14-04-2025,Aman Mutneja,20-06-2025,,,,,,,,
184048,REGIONAL FOODS PRIVATE LIMITED,nikhita.sharda@regionalfoods.co.in,Krutika Christian,06-12-2024,Saloni Vaghela,19-01-2026,,,,,,,,
184203,KAKA's Kabab N Chicken,kakaskababnchicken@gmail.com,Harsh Gohel,12-11-2024,,,,,,,,,,
184683,Tao bao Korean cafe ( Karnataka),taobaoindia.in@gmail.com,Shah Anokhi Rajeshkumar,09-06-2025,Lakshita Thakor,03-12-2025,,,,,,,,
185172,Sangeetha - Koyambedu,sangeethafoods@sangeethaveg.com,Kinab Binditbhai Shah,22-04-2025,,,,,,,,,,
185776,Snackcity - Main Branch,shaikkalim538@gmail.com,Aman Kota,20-08-2025,,,,,,,,,,
186030,Tambuli Mane,tambulimane@gmail.com,Sudhin Raveendran,10-12-2024,Rahul Taak,11-02-2025,,,,,,,,
186257,Big Bean cafe,vinodbigbeancafe@gmail.com,Antolina Anil Francis,31-01-2026,,,,,,,,,,
186622,HAPPY ENDING,rajansraja@yahoo.com,Acharya Arpit,25-04-2025,,,,,,,,,,
186812,Zafar Tea,aradhanahospitality04@gmail.com,Mahima Sali,30-04-2025,,,,,,,,,,
187359,DINE N SIP,uttam.paul@mapletree.co.in,Kamalakar Kasim,29-12-2025,,,,,,,,,,
187630,Orobite Foodies Paradise,rohitkumarghai.ghai@gmail.com,Chauhan Khushbu Girishkumar,09-06-2025,Rishit Talati,29-12-2025,,,,,,,,
187895,Wah Puchka & Wah Litti,unifooddelights@gmail.com,Pradipta Sen,23-05-2025,,,,,,,,,,
188044,GRUMPS,Kartik@propah.com,Thakkar Bhoomika,04-09-2024,Kripal Patel,22-04-2025,,,,,,,,
188190,THE SOUTH INDIAN COFFEE HOUSE,martramfoods@gmail.com,Acharya Arpit,25-04-2025,,,,,,,,,,
188615,Moti Mahal Delux (Ramesh Nagar),platformlogin@frenzur.com,Chauhan Khushbu Girishkumar,09-06-2025,Rishit Talati,27-12-2025,,,,,,,,
189144,Homiga,team@buzafoods.com,Dilna P,20-06-2024,,,,,,,,,,
189789,SABAS NAGAI 1,nagai@sabas.co.in,Nair Anchal,16-06-2025,,,,,,,,,,
190711,Chaikaari,chaikaari@gmail.com,Arpit Acharya,27-01-2026,,,,,,,,,,
190752,Ni hao (ayaan foods),Ayaanfoods.chd@gmail.com,Pradipta Sen,11-09-2025,,,,,,,,,,
192262,SalodO Cafe (Kalyan),info@salado.in,Harsh Gohel,21-04-2025,Maheshwary Yogita Jivraj,22-08-2025,Kaushik Khandla,02-01-2026,,,,,,
192494,Mchans Foods(Gtk Industrial Area),Mchansfoods@gmail.com,Jhaveri Shalvi Nehalbhai,18-11-2024,,,,,,,,,,
192610,Peppers Pizza (Shalimar Garden),Pepperspizza7077@gmail.com,Jhaveri Shalvi Nehalbhai,14-11-2024,,,,,,,,,,
192898,Chai Truck,harris@chaitruck.co.in,Kinab Shah,01-10-2025,,,,,,,,,,
193266,SAMCO RESTAURANT,hotelsamco@gmail.com,Farhan A. Shaikh,29-07-2024,Rahul Taak,19-03-2025,Sagar Kothari,01-01-2026,,,,,,
193587,Jay Bhagvati Dryfruit Dish Gola (Main Branch),jbdg2848@gmail.com,Mahima Sali,20-05-2025,Krutika Christian,02-08-2025,Saloni Vaghela,21-01-2026,,,,,,
193611,Buzz n Banter (MBP),prinishhospitality@gmail.com,Harsh Gohel,03-01-2025,,,,,,,,,,
193789,The Pizza Story - Ladwa,gouravw550i@yahoo.com,Nikhil Kumar,20-06-2025,,,,,,,,,,
193987,Hajoori's Frootreet (Zampa Bazar),frootreet.office5253@gmail.com,Harsh Gohel,04-04-2025,,,,,,,,,,
194313,Blue Bridge Cafe,nilanjancic@gmail.com,Pradipta Sen,05-07-2025,Aakash Biswas,27-11-2025,,,,,,,,
194351,Danny's Fried Chicken,bakingcloudindia@gmail.com,Chauhan Khushbu Girishkumar,14-04-2025,Rishit Talati,27-12-2025,,,,,,,,
194414,Belge Cakes(Baner),whizzconfectionery@gmail.com,Yogita Maheshwary,10-10-2025,,,,,,,,,,
194776,SANTUSHTI SHAKES PVT LTD,it@santushtishakes.com,Kripal Patel,01-05-2025,,,,,,,,,,
194879,RELIANCE BP MOBILITY LIMITED,pradeep.guha@jiobp.com,Thakkar Bhoomika,03-07-2024,Harsh Gohel,21-04-2025,,,,,,,,
194938,Cafe kudumbashree premium - Angamaly,cafepremium24@gmail.com,Acharya Arpit,26-04-2025,Dilna P,09-02-2026,,,,,,,,
195509,CHAI FAST - Kormangala 7th Block,partner@chaifast.com,Antolina Anil Francis,06-11-2025,,,,,,,,,,
195535,Chai-g,chai.g.outlet@gmail.com,Nikhil Kumar,09-07-2025,,,,,,,,,,
195829,Maharashtra lunch home,riyaz1105@gmail.com,Mahima Sali,20-05-2025,Krutika Christian,25-08-2025,Parmar Rajeshbhai Kalubhai,02-01-2026,Krutika Christian,08-01-2026,Saloni Vaghela,22-01-2026,,
196378,Supper Me,suppermefit@gmail.com,Pradipta Sen,29-10-2025,,,,,,,,,,
196799,ILS i love sandwich - scheme no. 140,dreamcorpqsrpvtltd@gmail.com,Mahima Sali,30-08-2025,,,,,,,,,,
197383,ANNAI AMUDHAM,admin@sabascafe.in,Nair Anchal,16-06-2025,,,,,,,,,,
198357,Loyans Bakery & Confectionery (Ulubari),loyansbakeryconfectionery@gmail.com,Pradipta Sen,18-12-2024,Aakash Biswas,31-10-2025,Pradipta Sen,19-12-2025,,,,,,
198474,VF - JAIHINDPURAM,jbonlinepartners@gmail.com,Kinab Shah,14-08-2025,,,,,,,,,,
198540,SHADANI INDIA PRIVATE LIMITED,info@shadanigroup.com,Chauhan Khushbu Girishkumar,14-04-2025,Rishit Talati,27-12-2025,,,,,,,,
198757,Pure Departmental store,puredepartmentalsolution@gmail.com,Aman Mutneja,11-09-2024,,,,,,,,,,
198960,F Cafe and Restaurant,ops.hospitality@ftv.ind.in,Thakkar Bhoomika,28-08-2024,Kripal Patel,22-04-2025,,,,,,,,
199130,SOI - The Asian Street Kitchen,raghavkhullar2932@gmail.com,Pradipta Sen,28-10-2025,Aakash Biswas,27-11-2025,,,,,,,,
199153,The Tea Toast Co. - Tilakwadi,rahul@theteatoastco.in,Kinab Binditbhai Shah,24-09-2024,,,,,,,,,,
199684,Highway King,yadavaashish28@gmail.com,Jhaveri Shalvi Nehalbhai,28-01-2025,,,,,,,,,,
199840,BOBAKAT (Malad West),accounts@thebobakat.com,Mahima Sali,16-05-2025,,,,,,,,,,
200939,Kasturi Restaurant (Siliguri),siligurikasturi@gmail.com,Pradipta Sen,18-12-2024,,,,,,,,,,
200960,Vadilal Hangout - Bhavnagar,parlour.operation@gmail.com,Thakkar Bhoomika,03-08-2024,Harsh Gohel,19-04-2025,,,,,,,,
202376,KATHI JUNCTION,kathijunction@gmail.com,Lakshita Juvansinh Thakor,22-10-2024,,,,,,,,,,
202789,Tiger 5  IBC knowledge park,rajat@tiger5.in,Acharya Arpit,25-04-2025,,,,,,,,,,
203104,B.J.Hotels Pvt Ltd Unit Hotel Bawa Suites,shamil.patil@bawahotels.com,Krutika Christian,03-10-2024,Parmar Rajeshbhai Kalubhai,02-01-2026,Krutika Christian,08-01-2026,Saloni Vaghela,19-01-2026,,,,
203502,Kasturi Restaurant (Guwahati),pgoswami68@gmail.com,Pradipta Sen,18-12-2024,,,,,,,,,,
203952,Rajugari Biryani,prabhat.pankaj@rajugarifoods.in,Nair Anchal,09-06-2025,Antolina Anil Francis,31-12-2025,,,,,,,,
204559,Reality,rohit@kcpl.in,Pradipta Sen,31-07-2025,,,,,,,,,,
204789,Pizza Mood,pizzamoodho@gmail.com,Mahima Sali,30-04-2025,Krutika Christian,25-08-2025,Saloni Vaghela,21-01-2026,,,,,,
205982,BENTO CACKERY - AMRITSAR,ankur@bentocakery.com,Lakshita Juvansinh Thakor,26-06-2024,,,,,,,,,,
206450,Lassi N Cafe - Kavoor Mangalore,Seppykarwar@gmail.com,Nair Anchal,17-06-2025,Sudhin Ravindran,20-01-2026,,,,,,,,
206585,RAA ARSALAN ENTERPRISE PVT LTD,arsalan@arsalanrestaurants.com,Soumya Pal,01-10-2024,Pradipta Sen,18-12-2024,,,,,,,,
206783,Health & Beyond Food,murtu.asif@gmail.com,Harsh Gohel,07-05-2025,,,,,,,,,,
206905,Chatpata Khao Piyo Aish Karo,chatpatakpa@gmail.com,Mahima Sali,20-05-2025,Krutika Christian,02-08-2025,Kaushik Khandla,22-01-2026,,,,,,
207061,Beanly coffee,abhijit.saha@beanlycoffee.com,Nikhil Kumar,19-09-2025,,,,,,,,,,
207297,SaladO (Kondapur),service@salado.in,Harsh Gohel,21-04-2025,Maheshwary Yogita Jivraj,22-08-2025,Kaushik Khandla,02-01-2026,,,,,,
207661,CENTRAL KITCHEN ABI,arivazhagan.p@jeyachandrangroup.com,Arpit Acharya,06-01-2026,Dilna P,16-01-2026,,,,,,,,
207951,OOBBLE EATS,nikhil@oobblefoods.com,Mahima Sali,28-04-2025,Harsh Gohel,30-08-2025,,,,,,,,
208060,Care Hospitals-Bhubaneswar (CHB),mail@yatrisgroup.com,Pradipta Sen,15-04-2025,,,,,,,,,,
209295,The Filter Coffee( Kalyan Nagar),mani@wishvishfoods.com,Antolina Anil Francis,29-09-2025,,,,,,,,,,
209623,Rolls Nation,urbanchefhospitality@gmail.com,Chauhan Khushbu Girishkumar,09-06-2025,Rishit Talati,29-12-2025,,,,,,,,
209682,MAIN - Pav Bhaji Panda,pavbhajipanda@gmail.com,Kripal Patel,17-06-2025,,,,,,,,,,
210376,THE AMERICAN WAFFFLE CO.,Hiteshrai97@gmail.com,Chauhan Khushbu Girishkumar,14-04-2025,Nikhil Kumar,07-01-2026,,,,,,,,
210400,LOC PREMIUM CAFE,shubhamdabre@gmail.com,Mahima Sali,20-05-2025,Harsh Gohel,30-08-2025,,,,,,,,
211406,KNS (Hinjewadi Maan Road),knsofficial127@gmail.com,Harsh Gohel,20-08-2024,,,,,,,,,,
212281,HAPPY DAY Cakes,faaenterprise152@gmail.com,Harsh Gohel,22-08-2024,Apurv,16-12-2025,,,,,,,,
212617,Bakes N Buns (Allalpatti),kriplani.chirag@gmail.com,Nikhil Kumar,01-08-2025,Aakash Biswas,18-12-2025,,,,,,,,
213144,VW MART & CAFE,veggieswala@gmail.com,Nikhil Kumar,09-07-2025,,,,,,,,,,
213198,The Crush coffee (Jhalariya),thecrushcoffeebackoffice@gmail.com,Kripal Patel,13-05-2025,Mahima Sali,31-10-2025,,,,,,,,
213909,Ajfan Hotels & Resorts,mohamedali@ajfan.in,Anchal Nair,13-08-2025,Sudhin Ravindran,20-01-2026,,,,,,,,
214101,BEST MUMMY SWEET & CAKES,it@bestmummy.in,Acharya Arpit,26-04-2025,,,,,,,,,,
214273,The Chicken Wagon,khraw.kharpuri@thechickenwagon.com,Pradipta Sen,19-12-2025,,,,,,,,,,
214369,Upper Crust,finance@cafeuppercrust.com,Krutika Christian,13-08-2024,Parmar Rajeshbhai Kalubhai,02-01-2026,Krutika Christian,08-01-2026,Saloni Vaghela,17-01-2026,,,,
214747,Chitale Bandhu Mithaiwale,ecom@chitalebandhu.in,Mahima Sali,06-11-2025,,,,,,,,,,
214993,Snakkers (Panchkula),jatin@snakkers.co.in,Chauhan Khushbu Girishkumar,14-04-2025,Rishit Talati,27-12-2025,,,,,,,,
215298,Super Donuts - Sindhubhavan,info@evoqe.co.in,Lakshita Juvansinh Thakor,01-07-2024,,,,,,,,,,
215953,Honeyman,admin@honeymanstore.com,Nikhil Kumar,11-09-2025,,,,,,,,,,
216041,KACHOREE CLUB PVT LTD,finance@thekachoristory.com,Chauhan Khushbu Girishkumar,19-06-2025,Rishit Talati,29-12-2025,,,,,,,,
216051,Circle Of Crust - Baner,kjadhav@kingsresto.com,Shah Shitanshu,24-07-2024,,,,,,,,,,
216293,Potlam Biryani - Khammam,Potlambiryanileads@gmail.com,Rahul Taak,26-11-2024,,,,,,,,,,
219178,"Dhaba Estd 1986 Delhi, Vasant Kunj",manish@azurehospitality.com,Abhishek Jain,24-09-2024,Bhanvi Gupta,10-03-2025,Jitwin Purohit,07-06-2025,,,,,,
219304,THE COMPTMENT HOTEL PVT LTD,peninsularedpineindia@gmail.com,Harsh Gohel,03-01-2025,,,,,,,,,,
219316,B Bhagat Tarachand - Lower Parel,vishal@bhagattarachand.com,Krutika Christian,21-10-2024,Parmar Rajeshbhai Kalubhai,02-01-2026,Krutika Christian,08-01-2026,Vaghela Saloni Kiritbhai,16-01-2026,,,,
219446,CHEESCAKE & CO. - SAVOURY,neginikita570@gmail.com,Lakshita Thakor,01-07-2025,,,,,,,,,,
219528,RAMS TEA HOUSE,Kitarafoods@gmail.com,Nair Anchal,09-06-2025,,,,,,,,,,
219603,BUBBLES&CO.,bubblescoblr@gmail.com,Kushawha Pooja,31-10-2025,Jitwin Purohit,11-12-2025,,,,,,,,
220766,DANIEL PATISSIER,thedylxcompany@gmail.com,Harsh Gohel,28-02-2025,,,,,,,,,,
220904,London Waffle Co.,londonwafflecompany@gmail.com,Nair Anchal,17-06-2025,,,,,,,,,,
221066,DELIURE CENTRAL KITCHEN,muhammed.selia@gmail.com,Shah Shitanshu,30-12-2024,,,,,,,,,,
221156,Kuuraku - Mumbai,tagawa@kuuraku.in,Kritika Sharma,09-08-2024,Shah Anokhi Rajeshkumar,12-09-2024,Kshitij Dinesh Dongre,03-12-2025,Anokhi Shah,03-12-2025,Lakshita Thakor,03-12-2025,,
222018,Sanchari By Chef Pillai Suthan Bathery,amruth@chefpillai.com,Sudhin Raveendran,23-10-2024,Kota Amankumar,03-01-2025,,,,,,,,
222236,Cakezyy- Kadugodi,chaitu_ab@yahoo.com,Antolina Anil Francis,01-12-2025,,,,,,,,,,
222358,CAKEOPERA,sales@narainfoods.com,Chauhan Khushbu Girishkumar,14-04-2025,Aman Mutneja,20-06-2025,,,,,,,,
222720,DVG Benne Dosa Domlur,sharanallur1983@gmail.com,Kamalakar Kasim,29-09-2024,Antolina Anil Francis,24-09-2025,,,,,,,,
223211,Salem RR Biriyani Resturant Ranipet,franchise.salemrr@gmail.com,Dilna P,22-04-2025,,,,,,,,,,
